id,date,title,content
20190514_00,20190514,习近平举行仪式欢迎希腊总统访华,国家主席习近平14日在人民大会堂东门外广场举行仪式，欢迎希腊共和国总统普罗科比斯·帕夫洛普洛斯对我国进行国事访问。习近平主席夫人彭丽媛，中共中央政治局委员、中央书记处书记、中央办公厅主任丁薛祥，中共中央政治局委员、中央外事工作委员会办公室主任杨洁篪，中共中央政治局委员、中央书记处书记、中央宣传部部长黄坤明，全国人大常委会副委员长陈竺，国务委员王毅，全国政协副主席李斌、何立峰等出席欢迎仪式。陪同帕夫洛普洛斯访华的有总统夫人、外交部副部长、总统府秘书长等。军乐团奏希中两国国歌。鸣礼炮21响。帕夫洛普洛斯在习近平陪同下检阅中国人民解放军仪仗队。两国元首回到检阅台观看仪仗队分列式。随后，军乐团进行行进吹奏表演。帕夫洛普洛斯是应习近平的邀请对我国进行国事访问并出席亚洲文明对话大会的。
20190514_01,20190514,习近平同希腊总统举行会谈,欢迎仪式后，习近平主席在人民大会堂同帕夫洛普洛斯总统举行会谈。习近平说，欢迎帕夫洛普洛斯总统来华进行国事访问并出席亚洲文明对话大会。希腊是欧洲的文明古国，你的到来对促进亚欧文明交流互鉴和世界不同文明对话具有重要意义。习近平指出，中华民族是守正创新的民族。中华文明绵延传承至今从未中断，从不具有排他性，而是在包容并蓄中不断衍生发展。通过古丝绸之路的交流，古希腊文明、古罗马文明、地中海文明以及佛教、伊斯兰教、基督教都相继进入中国，与中华文明融合共生，实现本土化，从来没有产生过文明冲突和宗教战争。中华民族没有对外侵略的传统。600多年前郑和下西洋时率领的是当时世界最庞大的舰队，带去的是丝绸、茶叶和瓷器，而不是战争，沿途没有占领一寸土地。习近平强调，中国人自古以来就具有家国情怀，国是第一位的，没有国就没有家，没有国家的统一强盛就没有家庭的美满和个人的幸福。中国人民捍卫国家统一和领土完整，维护民族利益和国家尊严的信念高度一致，决心坚如磐石。中国今天所走的中国特色社会主义道路，是与五千年中华文明分不开的，也是中国人民历经艰难困苦奋斗摸索出来的，是马克思主义基本原理同中国实际与当今时代特征相结合的产物，它是历史的必然，人民的选择。人间正道是沧桑。不管有多少艰难险阻，我们都将沿着这条道路坚定不移地走下去。中国发展起来了，将为世界和平和人类进步作出重大贡献。当今世界，各国人民生活在同一个地球村，一荣俱荣，一损俱损，休戚与共。我提倡共建“一带一路”和构建人类命运共同体，就是要促进不同文明的交流互鉴和各国之间的互利合作，建设一个持久和平、普遍安全、共同繁荣、开放包容、清洁美丽的世界。习近平指出，中国和希腊都是文明古国，两国友好交往源远流长，彼此有天然的亲近感。希腊是中国在欧洲的好朋友、好伙伴，中方愿同希方一道，加强务实合作和人文交流，携手共建“一带一路”。帕夫洛普洛斯表示，中国举办亚洲文明对话大会，对世界文明交流互鉴非常重要，希腊应邀参加，感到很荣幸。当前，国际上有些人鼓噪所谓“文明冲突论”，这是十分错误的。事实上，真正的文明之间不应也不会发生冲突对抗。不同文明之间存在差异，应相互尊重，通过对话交流，相互借鉴，取长补短，这才是世界持久和平和人类和谐共处之道。在这方面，希腊和中国的理念是相通的。一个国家、一个民族对世界和人类作出的贡献不仅在于创造了多少物质，还在于提出了什么理念。希腊高度赞赏习近平主席提出的世界文明观、共建“一带一路”倡议和构建人类命运共同体理念，高度评价中国支持多边主义，在国际上重信守诺，这体现了古老的中华文明的智慧和中国作为一个负责任大国的历史担当。我很高兴在中华人民共和国成立70周年之际来访。希腊人民钦佩中国发展取得的巨大成就。中国共产党提出以人民为中心的发展理念，成功使数亿计人口脱贫，这非常了不起。中国的发展为中国人民谋得幸福，也造福了世界。希腊愿抓住共建“一带一路”的历史机遇，同中国深化交流与合作，并为促进欧中关系以及中东欧国家同中国关系发展发挥积极作用。
20190514_02,20190514,习近平会见斯里兰卡总统,国家主席习近平14日在北京人民大会堂会见来华出席亚洲文明对话大会的斯里兰卡总统西里塞纳。习近平指出，中方强烈谴责前不久斯里兰卡发生的系列恐怖袭击事件，愿同斯里兰卡政府和人民坚定站在一起，支持斯方打击恐怖主义，帮助斯方加强反恐能力建设，维护国家安全和稳定。习近平强调，中斯是好邻居、好伙伴。中方愿同斯方一道，推动两国真诚互助、世代友好的战略合作伙伴关系不断向前发展。双方要保持高层级经常性沟通，牢牢把握友好合作大方向，相互坚定支持。要扎实推进共建“一带一路”，推动两国大项目合作，加快实施惠及斯里兰卡人民的民生项目。要深入开展安全执法合作，共同应对恐怖主义等非传统安全威胁。相信斯方将用好亚洲文明对话大会平台，展示斯里兰卡历史悠久的佛教文明和绚丽多彩的多元文化。西里塞纳表示，我对前不久斯里兰卡系列恐怖袭击事件中中国公民遇难深表哀悼，感谢中方坚定支持斯方的反恐努力。中国倡议举办的亚洲文明对话大会具有重要地区和国际意义，对斯里兰卡也十分重要。斯中友好源远流长。斯方感谢中方长期以来的宝贵支持，始终将发展斯中关系置于优先地位，愿同中方加强共建“一带一路”合作，深化发展和安全合作。会见后，两国元首共同见证了有关双边合作文件的签署。
20190514_03,20190514,习近平会见柬埔寨国王,国家主席习近平14日在人民大会堂会见柬埔寨国王西哈莫尼。习近平指出，中柬友好向全世界展示了国家间、人民间的真正友谊，将成为构建人类命运共同体千载传颂的佳话。中方珍视同柬埔寨王室的特殊友谊。中国几代领导人同西哈努克太皇建立了亲密友情，我们要把它继承好、发扬好，让中柬友好世代相传。中方将一如既往支持柬埔寨走符合自身国情的发展道路，同柬方一道推动中柬全面战略合作伙伴关系不断迈上新台阶。双方要落实好构建中柬命运共同体行动计划，让两国人民从中获益，为各国之间相互尊重文化多样性、促进文明交往互鉴树立榜样。西哈莫尼表示，感谢中国政府和人民对柬埔寨王室的深情厚谊和长期以来为柬埔寨人民提供的宝贵支持帮助。柬埔寨人民在任何情况下都将坚定地同中国人民站在一起。柬埔寨祝贺中华人民共和国成立70年来取得巨大发展成就，赞赏中国在国际事务中发挥的重要影响，坚定支持共建“一带一路”。习近平主席倡议举行的亚洲文明对话大会对推动各国之间文化交流和相互了解将发挥重大作用。
20190514_04,20190514,习近平会见新加坡总统,国家主席习近平14日在人民大会堂会见新加坡总统哈莉玛。习近平指出，上个月李显龙总理刚刚来华出席了第二届“一带一路”国际合作高峰论坛和北京世界园艺博览会开幕式，这个月总统女士又来华出席亚洲文明对话大会，充分显示了中新关系的密切。中新互为发展机遇，长期以来携手同行，利益高度融合。两国要保持高层交往传统，对两国关系发展加以战略指引。中华民族有着守正创新的传统，共建“一带一路”就是包容、友好的过程，也是当前中新两国关系发展最大机遇。双方要把高质量共建“一带一路”打造成中新合作的新名片，用好用足“陆海新通道”和第三方市场合作，早出成果。要坚定支持经济全球化和多边主义，推动亚洲国家团结一致，聚焦合作，以举办亚洲文明对话大会为契机，共建亚洲美好家园。在建设多极世界的过程中，我们的朋友圈会越来越大。哈莉玛表示，祝贺中华人民共和国成立70周年。中方倡议举办亚洲文明对话大会适逢其时，有助于各方探索如何更好让世界人民受益。新中关系正向好发展，两国间重点合作项目已成为国家间互利合作的典范。新方从一开始就坚定支持“一带一路”倡议，愿同中方深化经贸、人文领域交流合作，造福两国人民，共同维护以规则为基础的多边贸易体制，这对各国特别是广大中小国家尤为重要。丁薛祥、杨洁篪、黄坤明、王毅、何立峰等参加上述会见。
20190514_05,20190514,习近平《齐心开创共建“一带一路”美好未来》单行本出版,国家主席习近平在第二届“一带一路”国际合作高峰论坛开幕式上的主旨演讲《齐心开创共建“一带一路”美好未来》单行本，已由人民出版社出版，即日起在全国新华书店发行。
20190514_06,20190514,习近平将出席亚洲文明对话大会开幕式 亚洲文化嘉年华活动,5月15日上午，亚洲文明对话大会将在北京国家会议中心隆重开幕。国家主席习近平将出席开幕式并发表主旨演讲。当晚（5月15日），习近平还将出席亚洲文化嘉年华活动。届时，中央广播电视总台所属中央电视台综合频道、新闻频道、中文国际频道、中国国际电视台各外语频道，中央人民广播电台、中国国际广播电台将进行现场直播。央视网、央视新闻移动网等中央媒体重点新闻网站将作实时报道。
20190514_07,20190514,栗战书会见希腊总统,5月13日，全国人大常委会委员长栗战书在人民大会堂会见希腊总统帕夫洛普洛斯。栗战书表示，中国和希腊都拥有悠久文明和灿烂文化，两国传统友谊历久弥坚。双方相互尊重，平等相待，是政治上的好朋友、经济上的好伙伴，双边关系保持高水平发展。中方愿同希方一道，落实好两国元首重要共识，密切高层交往，加强务实合作，携手打造共建“一带一路”的新亮点，以更多实实在在的合作成果造福两国人民。中国全国人大愿同希腊议会加强友好往来，开展立法、监督和治国理政交流，推动中希全面战略伙伴关系不断向前发展。帕夫洛普洛斯表示，希腊钦佩中国政治经济社会发展及法治建设取得的巨大成就。希方愿同中方共同推动文明对话，推进希中和欧中各领域合作。艾力更·依明巴海参加会见。希腊总统帕夫洛普洛斯13日下午前往北京天安门广场，向人民英雄纪念碑敬献花圈。
20190514_08,20190514,汪洋出席全国政协“创新驱动发展”专题协商会,全国政协今天（5月14日）在京召开“创新驱动发展”专题协商会，中共中央政治局常委、全国政协主席汪洋出席并讲话。他强调，要深入学习贯彻习近平总书记关于创新驱动发展的重要论述，把创新作为引领发展的第一动力，充分利用专题协商会这种政协协商民主的重要形式，促进创新驱动发展。他指出，近百名院士出席本次专题协商会，彰显了科学家在专门协商机构中的重要作用，体现了在科教兴国中的影响力。本次专题协商会有257位全国政协委员参加，79位院士委员分别作了大会发言和分组发言，另外还有100多位委员通过移动履职平台和参加分组讨论提出了意见建议。委员们建议，要进一步强化基础研究，对长周期的原创性研究给予长期稳定的支持，努力实现更多“从0到1”的原创性突破。要改革重大科技项目管理方式，给予科研单位和人员更多自主权。要坚持企业的创新主体地位，支持龙头骨干企业牵头组织重大技术创新项目，完善科技型小微企业税收、融资等激励政策，加大知识产权保护力度。要支持中西部地区创新能力建设，实现区域创新协调发展。要坚持军民融合发展，加强军地技术人才交流互动，促进军地科技成果共享和转化应用。要鼓励各种形式的国际创新合作，更好吸纳利用全球创新资源。国务委员王勇出席会议并讲话，他指出，要以习近平新时代中国特色社会主义思想为指导，围绕高质量发展，坚持需求导向、企业主体、强化激励、深化改革、开放合作，进一步加快关键核心技术攻关，加强基础研究和应用基础研究，深化科技体制改革，优化整合科研力量，全方位开展科技国际合作，积极营造鼓励探索、宽容失败的良好创新环境，全面提升创新能力和水平。张庆黎主持下午的全体会议，万钢在会上发言。
20190514_09,20190514,汪洋会见斯里兰卡总统,全国政协主席汪洋今天（5月14日）在钓鱼台国宾馆会见斯里兰卡总统西里塞纳。汪洋表示，中斯世代友好、真诚合作，近年双方开展了一系列重大项目合作，给两国人民带来了实实在在的利益。当前，中斯关系发展面临历史新机遇，双方要落实好习近平主席同总统先生达成的重要共识，进一步对接各自发展战略，在共建“一带一路”框架内深化务实合作，密切各层级友好交往，凝聚和团结社会各界力量，加强文明互鉴和发展经验交流，不断推动中斯战略合作伙伴关系迈上新台阶。中方坚定支持斯里兰卡政府维护国家安全和稳定，愿同斯方加强安全合作，共同应对恐怖主义威胁。西里塞纳表示，斯方愿同中方一道，加强文明对话交流，共同推进“一带一路”建设，不断巩固和深化两国各领域友好合作。夏宝龙参加会见。
