ts_code,trade_date,p
801010,20190605,0.8914896249771118
801010,20190606,0.8007378578186035
801010,20190610,0.7425636053085327
801010,20190611,0.8076549768447876
801020,20190605,0.8328814506530762
801020,20190606,0.6355026364326477
801020,20190610,0.8306858539581299
801020,20190611,0.861980676651001
801030,20190605,0.7288616895675659
801030,20190606,0.6491705775260925
801030,20190610,0.7659178972244263
801030,20190611,0.8379465341567993
801040,20190605,0.7090620994567871
801040,20190606,0.5463406443595886
801040,20190610,0.4633539319038391
801040,20190611,0.26889652013778687
801050,20190605,0.27261942625045776
801050,20190606,0.2797534167766571
801050,20190610,0.4310329556465149
801050,20190611,0.11581724882125854
801080,20190605,0.3035316467285156
801080,20190606,0.30613741278648376
801080,20190610,0.39074403047561646
801080,20190611,0.4886828064918518
801110,20190605,0.8409579992294312
801110,20190606,0.5826968550682068
801110,20190610,0.6697363257408142
801110,20190611,0.5575761198997498
801120,20190605,0.6323156356811523
801120,20190606,0.8898096084594727
801120,20190610,0.6549988389015198
801120,20190611,0.6187593936920166
801130,20190605,0.9672039151191711
801130,20190606,0.9540514349937439
801130,20190610,0.9126449227333069
801130,20190611,0.8443126082420349
801140,20190605,0.9875226616859436
801140,20190606,0.9815313816070557
801140,20190610,0.9501720070838928
801140,20190611,0.9160079956054688
801150,20190605,0.8387520909309387
801150,20190606,0.9377664923667908
801150,20190610,0.817020833492279
801150,20190611,0.6937538385391235
801160,20190605,0.9539514183998108
801160,20190606,0.8646547198295593
801160,20190610,0.8756195902824402
801160,20190611,0.9518106579780579
801170,20190605,0.8092660903930664
801170,20190606,0.8682498335838318
801170,20190610,0.9601073861122131
801170,20190611,0.9460111260414124
801180,20190605,0.9533457159996033
801180,20190606,0.9448242783546448
801180,20190610,0.8420947790145874
801180,20190611,0.8169355392456055
801200,20190605,0.7747331261634827
801200,20190606,0.8010226488113403
801200,20190610,0.8517478108406067
801200,20190611,0.7111433148384094
801210,20190605,0.8913680911064148
801210,20190606,0.8498283624649048
801210,20190610,0.7454549670219421
801210,20190611,0.7642216682434082
801230,20190605,0.7670825123786926
801230,20190606,0.5060701370239258
801230,20190610,0.5509525537490845
801230,20190611,0.5120632648468018
801250,20190605,0.9518670439720154
801250,20190606,0.9412369728088379
801250,20190610,0.8647454977035522
801250,20190611,0.8955826163291931
801260,20190605,0.9584833383560181
801260,20190606,0.9360185861587524
801260,20190610,0.7772961258888245
801260,20190611,0.8836410641670227
801270,20190605,0.7116720080375671
801270,20190606,0.5231509208679199
801270,20190610,0.788016676902771
801270,20190611,0.8009693622589111
801280,20190605,0.670526385307312
801280,20190606,0.8638646602630615
801280,20190610,0.50389164686203
801280,20190611,0.5087499022483826
801300,20190605,0.23120000958442688
801300,20190606,0.3362332284450531
801300,20190610,0.535509467124939
801300,20190611,0.52034991979599
801710,20190605,0.8554481267929077
801710,20190606,0.5402718186378479
801710,20190610,0.9648177623748779
801710,20190611,0.937664806842804
801720,20190605,0.7307653427124023
801720,20190606,0.14445242285728455
801720,20190610,0.2605688273906708
801720,20190611,0.33337852358818054
801730,20190605,0.9303228855133057
801730,20190606,0.9251876473426819
801730,20190610,0.817951500415802
801730,20190611,0.9170538783073425
801740,20190605,0.32333534955978394
801740,20190606,0.5322082042694092
801740,20190610,0.2835392653942108
801740,20190611,0.15953977406024933
801750,20190605,0.8649043440818787
801750,20190606,0.7657676935195923
801750,20190610,0.7632948160171509
801750,20190611,0.61068195104599
801760,20190605,0.8461461067199707
801760,20190606,0.6799127459526062
801760,20190610,0.7059561014175415
801760,20190611,0.3520686626434326
801770,20190605,0.20215901732444763
801770,20190606,0.31523486971855164
801770,20190610,0.2304614782333374
801770,20190611,0.21148665249347687
801780,20190605,0.5157174468040466
801780,20190606,0.40429410338401794
801780,20190610,0.8187121152877808
801780,20190611,0.66497403383255
801790,20190605,0.6332054138183594
801790,20190606,0.4500727951526642
801790,20190610,0.7689418196678162
801790,20190611,0.7731146812438965
801880,20190605,0.8227087259292603
801880,20190606,0.767991840839386
801880,20190610,0.5431486964225769
801880,20190611,0.36546561121940613
801890,20190605,0.9461210370063782
801890,20190606,0.8732876181602478
801890,20190610,0.788457989692688
801890,20190611,0.7382591962814331
802600,20190605,0.9264909029006958
802600,20190606,0.8669650554656982
802600,20190610,0.8639596700668335
802600,20190611,0.8559784889221191
