ts_code,trade_date,p
801010,20190402,0.7197099328041077
801010,20190403,0.530543863773346
801010,20190404,0.6197475790977478
801010,20190408,0.5700940489768982
801010,20190409,0.6196687817573547
801020,20190402,0.6185750961303711
801020,20190403,0.5853387713432312
801020,20190404,0.645877480506897
801020,20190408,0.5575222373008728
801020,20190409,0.5422853231430054
801030,20190402,0.7703070044517517
801030,20190403,0.6707814931869507
801030,20190404,0.7868602871894836
801030,20190408,0.8287993669509888
801030,20190409,0.7385802865028381
801040,20190402,0.7283636331558228
801040,20190403,0.7515688538551331
801040,20190404,0.697745144367218
801040,20190408,0.5211489796638489
801040,20190409,0.3967655897140503
801050,20190402,0.7311850786209106
801050,20190403,0.6286839842796326
801050,20190404,0.7236115336418152
801050,20190408,0.482129842042923
801050,20190409,0.411449670791626
801080,20190402,0.7165951728820801
801080,20190403,0.6709069609642029
801080,20190404,0.706985354423523
801080,20190408,0.6437452435493469
801080,20190409,0.6225827932357788
801110,20190402,0.8146116733551025
801110,20190403,0.7652654647827148
801110,20190404,0.6959019303321838
801110,20190408,0.6960089206695557
801110,20190409,0.639057993888855
801120,20190402,0.8807147145271301
801120,20190403,0.7851387858390808
801120,20190404,0.7639575004577637
801120,20190408,0.8414400815963745
801120,20190409,0.8099813461303711
801130,20190402,0.6601176857948303
801130,20190403,0.6293315291404724
801130,20190404,0.6665772199630737
801130,20190408,0.728279173374176
801130,20190409,0.7515391707420349
801140,20190402,0.5026850700378418
801140,20190403,0.4434068202972412
801140,20190404,0.606735348701477
801140,20190408,0.7083549499511719
801140,20190409,0.6458225846290588
801150,20190402,0.6398783326148987
801150,20190403,0.6082591414451599
801150,20190404,0.5500653982162476
801150,20190408,0.5921791791915894
801150,20190409,0.5913628339767456
801160,20190402,0.3418501317501068
801160,20190403,0.3078068494796753
801160,20190404,0.6084041595458984
801160,20190408,0.6019730567932129
801160,20190409,0.3231264054775238
801170,20190402,0.6889644265174866
801170,20190403,0.7940711975097656
801170,20190404,0.7814776301383972
801170,20190408,0.7227861285209656
801170,20190409,0.8011688590049744
801180,20190402,0.5596584677696228
801180,20190403,0.7710968852043152
801180,20190404,0.7634331583976746
801180,20190408,0.73587566614151
801180,20190409,0.6301459670066833
801200,20190402,0.7307584881782532
801200,20190403,0.7075331211090088
801200,20190404,0.6360950469970703
801200,20190408,0.5611456036567688
801200,20190409,0.5912598371505737
801210,20190402,0.5254865884780884
801210,20190403,0.5638284683227539
801210,20190404,0.6744151711463928
801210,20190408,0.5129873156547546
801210,20190409,0.5318104028701782
801230,20190402,0.39245331287384033
801230,20190403,0.38602548837661743
801230,20190404,0.42641863226890564
801230,20190408,0.6111554503440857
801230,20190409,0.5270339250564575
801250,20190402,0.5875687003135681
801250,20190403,0.7224143743515015
801250,20190404,0.7524612545967102
801250,20190408,0.7365256547927856
801250,20190409,0.7478330135345459
801260,20190402,0.6229056715965271
801260,20190403,0.7070743441581726
801260,20190404,0.69303959608078
801260,20190408,0.7748876810073853
801260,20190409,0.7702211737632751
801270,20190402,0.7678776979446411
801270,20190403,0.84746253490448
801270,20190404,0.8192317485809326
801270,20190408,0.8386683464050293
801270,20190409,0.7685285806655884
801280,20190402,0.6591030955314636
801280,20190403,0.7204041481018066
801280,20190404,0.7055895924568176
801280,20190408,0.640769362449646
801280,20190409,0.5902734994888306
801300,20190402,0.5561999678611755
801300,20190403,0.6755632162094116
801300,20190404,0.5911950469017029
801300,20190408,0.7150813341140747
801300,20190409,0.7121744155883789
801710,20190402,0.5402708053588867
801710,20190403,0.6709073781967163
801710,20190404,0.6706396341323853
801710,20190408,0.6949383020401001
801710,20190409,0.657582700252533
801720,20190402,0.9047857522964478
801720,20190403,0.8605878949165344
801720,20190404,0.819625973701477
801720,20190408,0.8508174419403076
801720,20190409,0.86142498254776
801730,20190402,0.47989434003829956
801730,20190403,0.6641014218330383
801730,20190404,0.84866863489151
801730,20190408,0.8277133107185364
801730,20190409,0.7614242434501648
801740,20190402,0.7794241905212402
801740,20190403,0.8347559571266174
801740,20190404,0.8492439985275269
801740,20190408,0.7595475316047668
801740,20190409,0.6080389618873596
801750,20190402,0.7568537592887878
801750,20190403,0.5735748410224915
801750,20190404,0.7641059756278992
801750,20190408,0.5744947195053101
801750,20190409,0.6477693319320679
801760,20190402,0.5461037755012512
801760,20190403,0.518422544002533
801760,20190404,0.4877917766571045
801760,20190408,0.5659692287445068
801760,20190409,0.4218432605266571
801770,20190402,0.5952208042144775
801770,20190403,0.6590834259986877
801770,20190404,0.744419515132904
801770,20190408,0.48555031418800354
801770,20190409,0.48063427209854126
801780,20190402,0.683523952960968
801780,20190403,0.7513498663902283
801780,20190404,0.7424761652946472
801780,20190408,0.6009727716445923
801780,20190409,0.6565105319023132
801790,20190402,0.5470466613769531
801790,20190403,0.5971128940582275
801790,20190404,0.6144608855247498
801790,20190408,0.687105655670166
801790,20190409,0.5670098066329956
801880,20190402,0.7258845567703247
801880,20190403,0.697418212890625
801880,20190404,0.6510128974914551
801880,20190408,0.7313300967216492
801880,20190409,0.7674950361251831
801890,20190402,0.7539446353912354
801890,20190403,0.7083526253700256
801890,20190404,0.6970754861831665
801890,20190408,0.734954297542572
801890,20190409,0.7307062149047852
802600,20190402,0.6193138957023621
802600,20190403,0.4510258436203003
802600,20190404,0.6116881370544434
802600,20190408,0.7845321297645569
802600,20190409,0.790186882019043
