ts_code,trade_date,p
801010,20190402,0.7529593110084534
801010,20190403,0.80107182264328
801010,20190404,0.8285820484161377
801010,20190408,0.5885821580886841
801010,20190409,0.5002036094665527
801020,20190402,0.6808321475982666
801020,20190403,0.6792458295822144
801020,20190404,0.6790347695350647
801020,20190408,0.4099474847316742
801020,20190409,0.304805725812912
801030,20190402,0.9487460851669312
801030,20190403,0.8471370935440063
801030,20190404,0.835088849067688
801030,20190408,0.7387070655822754
801030,20190409,0.8174762725830078
801040,20190402,0.8358961343765259
801040,20190403,0.4172028601169586
801040,20190404,0.6924670338630676
801040,20190408,0.4639468491077423
801040,20190409,0.8193376064300537
801050,20190402,0.6860303282737732
801050,20190403,0.7212867140769958
801050,20190404,0.8301324844360352
801050,20190408,0.7678276896476746
801050,20190409,0.7809354662895203
801080,20190402,0.8026379346847534
801080,20190403,0.9039537906646729
801080,20190404,0.81373131275177
801080,20190408,0.4732896685600281
801080,20190409,0.22638282179832458
801110,20190402,0.9135335683822632
801110,20190403,0.9239951372146606
801110,20190404,0.7106639742851257
801110,20190408,0.6101067662239075
801110,20190409,0.24905787408351898
801120,20190402,0.8346480131149292
801120,20190403,0.7249268889427185
801120,20190404,0.8663967847824097
801120,20190408,0.5739720463752747
801120,20190409,0.3426758348941803
801130,20190402,0.33870670199394226
801130,20190403,0.6492893099784851
801130,20190404,0.8027253150939941
801130,20190408,0.5334638357162476
801130,20190409,0.24979321658611298
801140,20190402,0.7089744210243225
801140,20190403,0.49409735202789307
801140,20190404,0.6067568063735962
801140,20190408,0.6170022487640381
801140,20190409,0.5759302973747253
801150,20190402,0.5372558236122131
801150,20190403,0.8139364123344421
801150,20190404,0.8858762979507446
801150,20190408,0.4276873767375946
801150,20190409,0.29101234674453735
801160,20190402,0.7604191303253174
801160,20190403,0.5420543551445007
801160,20190404,0.2925536036491394
801160,20190408,0.31070536375045776
801160,20190409,0.5004242658615112
801170,20190402,0.9233447909355164
801170,20190403,0.5781511664390564
801170,20190404,0.8183618783950806
801170,20190408,0.7183834910392761
801170,20190409,0.4337819814682007
801180,20190402,0.87531578540802
801180,20190403,0.7893739938735962
801180,20190404,0.865624725818634
801180,20190408,0.887117862701416
801180,20190409,0.48545363545417786
801200,20190402,0.7901051044464111
801200,20190403,0.7321850657463074
801200,20190404,0.9437848329544067
801200,20190408,0.7043366432189941
801200,20190409,0.8671603202819824
801210,20190402,0.7367780208587646
801210,20190403,0.808753490447998
801210,20190404,0.704944908618927
801210,20190408,0.13399796187877655
801210,20190409,0.06592424213886261
801230,20190402,0.809367299079895
801230,20190403,0.7701689004898071
801230,20190404,0.8853896856307983
801230,20190408,0.407757431268692
801230,20190409,0.3467295169830322
801250,20190402,0.8564444780349731
801250,20190403,0.7972346544265747
801250,20190404,0.7115642428398132
801250,20190408,0.4292623996734619
801250,20190409,0.38782793283462524
801260,20190402,0.7004600167274475
801260,20190403,0.8790984749794006
801260,20190404,0.8903060555458069
801260,20190408,0.39023053646087646
801260,20190409,0.2652308940887451
801270,20190402,0.763927698135376
801270,20190403,0.7524750232696533
801270,20190404,0.9083383083343506
801270,20190408,0.9370394945144653
801270,20190409,0.7198303937911987
801280,20190402,0.7193344235420227
801280,20190403,0.7369388341903687
801280,20190404,0.9122450947761536
801280,20190408,0.6364105939865112
801280,20190409,0.8168837428092957
801300,20190402,0.9159109592437744
801300,20190403,0.8546327948570251
801300,20190404,0.8109570741653442
801300,20190408,0.3148830831050873
801300,20190409,0.2476649433374405
801710,20190402,0.7338914275169373
801710,20190403,0.7254961133003235
801710,20190404,0.7952833771705627
801710,20190408,0.8122022151947021
801710,20190409,0.5387645959854126
801720,20190402,0.5745487809181213
801720,20190403,0.4307786524295807
801720,20190404,0.6805691123008728
801720,20190408,0.5358821749687195
801720,20190409,0.8107645511627197
801730,20190402,0.8002011775970459
801730,20190403,0.8159441947937012
801730,20190404,0.6542104482650757
801730,20190408,0.5000856518745422
801730,20190409,0.34049010276794434
801740,20190402,0.8082934021949768
801740,20190403,0.7051954865455627
801740,20190404,0.7108390927314758
801740,20190408,0.48816370964050293
801740,20190409,0.33178624510765076
801750,20190402,0.8591949343681335
801750,20190403,0.8034240007400513
801750,20190404,0.7279092073440552
801750,20190408,0.4310759902000427
801750,20190409,0.7717243432998657
801760,20190402,0.7929751873016357
801760,20190403,0.7295195460319519
801760,20190404,0.8046611547470093
801760,20190408,0.30862343311309814
801760,20190409,0.22684822976589203
801770,20190402,0.737309455871582
801770,20190403,0.7281090021133423
801770,20190404,0.6976292133331299
801770,20190408,0.5853268504142761
801770,20190409,0.45512938499450684
801780,20190402,0.5878392457962036
801780,20190403,0.571715235710144
801780,20190404,0.34223672747612
801780,20190408,0.2533627152442932
801780,20190409,0.24159006774425507
801790,20190402,0.7257182598114014
801790,20190403,0.7347781658172607
801790,20190404,0.6346871256828308
801790,20190408,0.7917270660400391
801790,20190409,0.802556037902832
801880,20190402,0.8619230389595032
801880,20190403,0.8777415752410889
801880,20190404,0.5759770274162292
801880,20190408,0.3256565034389496
801880,20190409,0.27948886156082153
801890,20190402,0.7519116997718811
801890,20190403,0.686682403087616
801890,20190404,0.8172053694725037
801890,20190408,0.7898749113082886
801890,20190409,0.6417276859283447
802600,20190402,0.5881821513175964
802600,20190403,0.77073734998703
802600,20190404,0.8534731864929199
802600,20190408,0.6451838612556458
802600,20190409,0.7565953731536865
