ts_code,trade_date,p
801010,20190402,0.9830751547647775
801010,20190403,0.9336897761548981
801010,20190404,0.9376222167796772
801010,20190408,0.7891368463090176
801010,20190409,0.45590345425691514
801020,20190402,0.7474641577538435
801020,20190403,0.5064883346258172
801020,20190404,0.4418479537732898
801020,20190408,0.5553095735537402
801020,20190409,0.41894578072232264
801030,20190402,0.9769452608911343
801030,20190403,0.9716553712509164
801030,20190404,0.9606531189537235
801030,20190408,0.3581892259136541
801030,20190409,0.9019805424012417
801040,20190402,0.9480849499989694
801040,20190403,0.7955970380351614
801040,20190404,0.6759076630395011
801040,20190408,0.7408308080902346
801040,20190409,0.9372828170516934
801050,20190402,0.6434976951470709
801050,20190403,0.9024134633005628
801050,20190404,0.8914385858340059
801050,20190408,0.7185701086161508
801050,20190409,0.8698977939496124
801080,20190402,0.8847309921009803
801080,20190403,0.9562956453240997
801080,20190404,0.9330335495175381
801080,20190408,0.369468702680539
801080,20190409,0.22589693780317174
801110,20190402,0.7933197068964938
801110,20190403,0.9268458284014964
801110,20190404,0.40498914396341207
801110,20190408,0.1431365424039736
801110,20190409,0.07589067727622002
801120,20190402,0.9077937909640205
801120,20190403,0.6357785027148648
801120,20190404,0.587807554955418
801120,20190408,0.8809872608055656
801120,20190409,0.29192935286176125
801130,20190402,0.7912452000932887
801130,20190403,0.8039093608877595
801130,20190404,0.7149244074675118
801130,20190408,0.5931840115787268
801130,20190409,0.5915623239148865
801140,20190402,0.8454690249424085
801140,20190403,0.8669156958962366
801140,20190404,0.7472102454051063
801140,20190408,0.24455726985135232
801140,20190409,0.643638017012051
801150,20190402,0.9552623489933532
801150,20190403,0.9813246028576253
801150,20190404,0.9482356211092533
801150,20190408,0.6056056773730989
801150,20190409,0.6097531753871133
801160,20190402,0.9840580479127479
801160,20190403,0.9607239485042154
801160,20190404,0.5339199062533398
801160,20190408,0.6312983687413368
801160,20190409,0.5019611781749359
801170,20190402,0.9736773419590375
801170,20190403,0.8830175371342823
801170,20190404,0.9035919931089001
801170,20190408,0.13819999134017147
801170,20190409,0.27854708513512416
801180,20190402,0.92735689421279
801180,20190403,0.7651866877245553
801180,20190404,0.5654217050984882
801180,20190408,0.4883664551591431
801180,20190409,0.8159584601896388
801200,20190402,0.9577710898189606
801200,20190403,0.9816570820393749
801200,20190404,0.9909119637439202
801200,20190408,0.775521076541466
801200,20190409,0.8504566232353388
801210,20190402,0.5899044136064013
801210,20190403,0.5858282333771913
801210,20190404,0.10311688143656625
801210,20190408,0.014074792488393988
801210,20190409,0.06303854636703123
801230,20190402,0.6672064253115955
801230,20190403,0.6511841849628967
801230,20190404,0.8990194721898085
801230,20190408,0.42807836553611106
801230,20190409,0.38855555998131874
801250,20190402,0.9439531306262988
801250,20190403,0.918986749427105
801250,20190404,0.8422505420480964
801250,20190408,0.6066389831376743
801250,20190409,0.7216540414364794
801260,20190402,0.8979236787596606
801260,20190403,0.901769983643435
801260,20190404,0.8147824029659535
801260,20190408,0.3387790754725581
801260,20190409,0.548251468829006
801270,20190402,0.8690259410536187
801270,20190403,0.8333903883627705
801270,20190404,0.925100767260035
801270,20190408,0.6316818402137491
801270,20190409,0.9113877090654967
801280,20190402,0.7802151252791564
801280,20190403,0.9027707989523593
801280,20190404,0.8795034307854521
801280,20190408,0.7879357233351271
801280,20190409,0.970232788002146
801300,20190402,0.9673093584494822
801300,20190403,0.8701307892320418
801300,20190404,0.9217414610411737
801300,20190408,0.885871032868537
801300,20190409,0.311663033051573
801710,20190402,0.9772573734201611
801710,20190403,0.9429211122636585
801710,20190404,0.9826221241080164
801710,20190408,0.5685663766989925
801710,20190409,0.5567626491589518
801720,20190402,0.8671899373097134
801720,20190403,0.6343504223816501
801720,20190404,0.7670315940229161
801720,20190408,0.44470269308961957
801720,20190409,0.6702750863909417
801730,20190402,0.8838794883719604
801730,20190403,0.8910008475974138
801730,20190404,0.728366231707136
801730,20190408,0.7354394485614825
801730,20190409,0.6080521252461578
801740,20190402,0.9390540987990724
801740,20190403,0.7822328124379563
801740,20190404,0.5236289259404463
801740,20190408,0.37549794633198896
801740,20190409,0.5020009320527193
801750,20190402,0.8602195733439099
801750,20190403,0.9637611666775336
801750,20190404,0.8191458003537694
801750,20190408,0.5787085120600713
801750,20190409,0.8076408993599509
801760,20190402,0.9073763547914455
801760,20190403,0.7722803691049368
801760,20190404,0.8916989150416066
801760,20190408,0.33035510491129005
801760,20190409,0.2705519642684081
801770,20190402,0.8878966699066886
801770,20190403,0.8987500319670276
801770,20190404,0.9430045832187265
801770,20190408,0.5092290363990702
801770,20190409,0.3319541794780667
801780,20190402,0.45780279729594014
801780,20190403,0.5189668891910988
801780,20190404,0.7927037259887644
801780,20190408,0.28717045457212825
801780,20190409,0.36537717433593675
801790,20190402,0.7124451295626741
801790,20190403,0.48921349954142723
801790,20190404,0.5016202102490818
801790,20190408,0.5039210537463579
801790,20190409,0.6386672159670181
801880,20190402,0.9382746916853144
801880,20190403,0.9688958597156982
801880,20190404,0.7784075608362977
801880,20190408,0.562318024791785
801880,20190409,0.46044616333508964
801890,20190402,0.8456278305057991
801890,20190403,0.8235264915672715
801890,20190404,0.7090967386885912
801890,20190408,0.5445281425480253
801890,20190409,0.8389613313486848
802600,20190402,0.8913752644732568
802600,20190403,0.8831576384345499
802600,20190404,0.866169131165663
802600,20190408,0.4623419388777896
802600,20190409,0.8010102919368507
